id,original_title,budget,revenue,original_language,status,release_date,overview,tagline,list_keywords,primary_genre,list_genres,list_productioin_countries,num_production_companies,num_productioin_countries,list_spoken_languages,num_spoken_languages,popularity,vote_average,vote_count,runtime,animated,movie_id,title,movie_director,crew_size,cast_size,year
42888,How Do You Know,120000000,48668907,en,Released,2010-12-17,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",How do you know it's love?,"['love triangle', 'baseball', 'athlete', 'aftercreditsstinger']",Comedy,"['Comedy', 'Drama', 'Romance']",['United States of America'],3,1,['English'],1,11.137655,4.9,223,121.0,0,42888,How Do You Know,James L. Brooks,19,16,2010
37834,Knight and Day,117000000,261930431,en,Released,2010-06-15,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",Every Hit Man Deserves a Second Shot!,"['spy', 'airport', 'gas station', 'garage', 'pilot', 'chase', 'secret agent', 'rope', 'exploding building', 'car chase', 'police car', 'boy genius', 'duringcreditsstinger']",Action,"['Action', 'Comedy']",['United States of America'],5,1,"['English', 'Deutsch', 'Español']",3,44.906918,5.9,1547,109.0,0,37834,Knight and Day,James Mangold,109,19,2010
75612,Oblivion,120000000,286168572,en,Released,2013-04-10,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",Earth is a memory worth fighting for,"['spacecraft', 'dystopia', 'space', 'drone', 'imax', 'human vs alien']",Action,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",['United States of America'],5,1,['English'],1,67.698004,6.4,4800,124.0,0,75612,Oblivion,Joseph Kosinski,31,15,2013
1895,Star Wars: Episode III - Revenge of the Sith,113000000,850000000,en,Released,2005-05-17,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",The saga is complete.,"['showdown', 'death star', 'vision', 'cult figure', 'hatred', 'dream sequence', 'expectant mother', 'space opera', 'chancel', 'childbirth', 'galactic war']",Science Fiction,"['Science Fiction', 'Adventure', 'Action']",['United States of America'],1,1,['English'],1,44.108427,7.1,4116,140.0,0,1895,Star Wars: Episode III - Revenge of the Sith,George Lucas,15,60,2005
1894,Star Wars: Episode II - Attack of the Clones,120000000,649398328,en,Released,2002-05-15,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,"['senate', 'investigation', 'army', 'death star', 'jedi', 'cult figure', 'wedding', 'violence', 'kendo', 'laser gun', 'space opera', 'spaceport', 'teenage rebellion', 'good becoming evil', 'alien race', 'mechanical hand', 'yoda']",Adventure,"['Adventure', 'Action', 'Science Fiction']",['United States of America'],1,1,['English'],1,43.987061,6.4,3992,142.0,0,1894,Star Wars: Episode II - Attack of the Clones,George Lucas,20,42,2002
585,"Monsters, Inc.",115000000,562816256,en,Released,2001-11-01,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",We Scare Because We Care.,"['monster', 'infant', 'energy supply', 'company', 'rivalry', 'hijinks', 'best friend', 'scream', 'conveyor belt', 'energy company', 'friend']",Animation,"['Animation', 'Comedy', 'Family']",['United States of America'],2,1,['English'],1,106.815545,7.5,5996,92.0,1,585,"Monsters, Inc.",Pete Docter,242,53,2001
76170,The Wolverine,120000000,415440673,en,Released,2013-07-23,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.","When he's most vulnerable, he's most dangerous.","['japan', 'samurai', 'mutant', 'world war i', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'duringcreditsstinger']",Action,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']","['United Kingdom', 'United States of America']",6,2,['English'],1,15.953444000000001,6.3,4053,126.0,0,76170,The Wolverine,James Mangold,82,22,2013
1893,Star Wars: Episode I - The Phantom Menace,115000000,924317558,en,Released,1999-05-19,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",Every generation has a legend. Every journey has a first step. Every saga has a beginning.,"['prophecy', 'senate', 'queen', 'taskmaster', 'galaxy', 'apprentice', 'taxes', 'space opera']",Adventure,"['Adventure', 'Action', 'Science Fiction']",['United States of America'],1,1,['English'],1,54.035265,6.3,4432,136.0,0,1893,Star Wars: Episode I - The Phantom Menace,George Lucas,14,58,1999
49519,The Croods,135000000,585178928,en,Released,2013-03-20,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",Meet the first modern family.,"['stone age', 'daughter', 'father', 'prehistoric', 'ancient world', 'father daughter relationship', 'family', 'cavemen', 'aftercreditsstinger', 'duringcreditsstinger']",Adventure,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States of America'],1,1,['English'],1,64.18332099999999,6.8,2399,98.0,1,49519,The Croods,Chris Sanders,14,8,2013
2395,Astérix aux Jeux Olympiques,97250400,132900000,fr,Released,2008-01-13,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina (portrayed by supermodel Vanessa Hessler). Brutus (Benoît Poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar (Alain Delon) in the process.", ,"['competition', 'greece', 'colosseum', 'olympic games', 'emperor', 'magic', 'horse', 'roman', 'wild boar', 'governance', 'galier']",Fantasy,"['Fantasy', 'Adventure', 'Comedy', 'Family']","['Belgium', 'France', 'Germany', 'Italy', 'Spain']",12,5,"['Français', 'Português']",2,20.344364000000002,5.0,471,116.0,0,2395,Asterix at the Olympic Games,Thomas Langmann,23,26,2008
12100,Windtalkers,115000000,77628265,en,Released,2002-06-14,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",Honor Was Their Code.,"['japan', 'world war ii', 'radio transmission', 'marine corps', 'u.s. army', 'code', 'navajo', 'pacific war']",Drama,"['Drama', 'Action', 'History', 'War']",['United States of America'],2,1,"['English', '日本語', '']",3,18.714197,5.8,341,134.0,0,12100,Windtalkers,John Woo,35,10,2002
290595,The Huntsman: Winter's War,115000000,164602163,en,Released,2016-04-06,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",The story before Snow White,"['witch', 'magic', 'fairy tale', 'snow white', 'huntsman']",Action,"['Action', 'Adventure', 'Drama']",['United States of America'],3,1,['English'],1,60.467983999999994,6.0,1523,114.0,0,290595,The Huntsman: Winter's War,Cedric Nicolas-Troyan,7,42,2016
98566,Teenage Mutant Ninja Turtles,125000000,477200000,en,Released,2014-08-07,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,"['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic book', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']",Science Fiction,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",['United States of America'],3,1,['English'],1,143.350376,5.8,2636,101.0,0,98566,Teenage Mutant Ninja Turtles,Jonathan Liebesman,54,28,2014
49047,Gravity,105000000,716392705,en,Released,2013-09-27,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Don't Let Go,"['space mission', 'loss', 'space', 'astronaut', 'trapped in space']",Science Fiction,"['Science Fiction', 'Thriller', 'Drama']","['United Kingdom', 'United States of America']",3,2,['English'],1,110.153618,7.3,5751,91.0,0,49047,Gravity,Alfonso Cuarón,81,7,2013
9619,Dante's Peak,116000000,178127760,en,Released,1997-02-07,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",The pressure is building...,"['helicopter', 'small town', 'mayor', 'evacuation', 'motel', 'lava', 'volcano', 'cabin', 'lovers', 'natural disaster', 'partnership', 'volcanologist', 'rescue', 'explosion', 'scientist', 'seismograph', 'volcanic eruption', 'rowboat', 'catastrophe', 'acid', 'county fair', 'abandoned mine', 'volcanic ash']",Action,"['Action', 'Adventure', 'Thriller']",['United States of America'],2,1,['English'],1,16.90444,5.7,428,108.0,0,9619,Dante's Peak,Roger Donaldson,107,16,1997
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,en,Released,2016-06-01,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",Raise some shell.,"['brother brother relationship', 'turtle', 'sequel', 'based on comic book', 'ninja', 'rat']",Fantasy,"['Fantasy', 'Action', 'Adventure', 'Comedy']","['China', 'United States of America', 'Hong Kong']",5,3,['English'],1,39.873791,5.8,963,112.0,0,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,14,25,2016
166424,Fantastic Four,120000000,167977596,en,Released,2015-08-05,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",Change is coming.,"['teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic', 'superhero', 'based on comic book', 'superhero team', 'fantastic four', 'body horror', 'invisible woman']",Action,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],7,1,['English'],1,38.126095,4.4,2278,100.0,0,166424,Fantastic Four,Josh Trank,119,28,2015
1593,Night at the Museum,110000000,574480841,en,Released,2006-10-20,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",Where History Comes To Life,"['museum', 'skeleton', 'night shift', 'chaos', 'genghis khan', 'maya civilization', 'natural history', 'theodore roosevelt', 'dinosaur', ""based on children's book"", 'magical object', 'security guard', 'duringcreditsstinger', 'inanimate objects coming to life']",Action,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['United States of America', 'United Kingdom']",4,2,"['English', 'Italiano', 'עִבְרִית']",3,48.780039,6.3,2862,108.0,0,1593,Night at the Museum,Shawn Levy,19,21,2006
254128,San Andreas,110000000,470490832,en,Released,2015-05-27,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","A rescue pilot survived an earthquake, this is what happens next","['california', 'earthquake', 'catastrophe', 'disaster film', '3d', 'san andreas', 'san andreas california', 'rescue operation']",Action,"['Action', 'Drama', 'Thriller']","['Canada', 'United States of America', 'Australia']",4,3,['English'],1,100.412364,6.0,2968,114.0,0,254128,San Andreas,Brad Peyton,82,45,2015
714,Tomorrow Never Dies,110000000,333011068,en,Released,1997-12-11,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,"['london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany']",Adventure,"['Adventure', 'Action', 'Thriller']","['United Kingdom', 'United States of America']",1,2,"['Deutsch', 'English', 'Dansk', '普通话', '广州话 / 廣州話']",5,42.887121,6.0,925,119.0,0,714,Tomorrow Never Dies,Roger Spottiswoode,20,34,1997
2024,The Patriot,110000000,215294342,en,Released,2000-06-28,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",Some things are worth fighting for.,"['rebel', 'southern usa', 'loss of son', 'martial arts', 'general', 'loss of family', 'passion', 'insurgence', 'french', 'daughter', 'south carolina', 'british', 'based on true story', 'gore', 'mission']",Drama,"['Drama', 'History', 'War', 'Action']","['Germany', 'United States of America']",4,2,['English'],1,23.657284,6.8,1099,165.0,0,2024,The Patriot,Roland Emmerich,129,21,2000
163,Ocean's Twelve,110000000,362744280,en,Released,2004-12-09,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",Twelve is the new eleven.,"['sequel', 'fabergé egg', 'dutch eastindian company', 'second', 'part', 'golden egg', 'goon']",Thriller,"['Thriller', 'Crime']",['United States of America'],5,1,"['Français', 'Italiano', 'Nederlands', '普通话', 'English']",5,76.840712,6.4,2124,125.0,0,163,Ocean's Twelve,Steven Soderbergh,109,27,2004
787,Mr. & Mrs. Smith,110000000,478207520,en,Released,2005-06-07,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",Smart and sexy.,"['bomb', 'assassin', 'secret identity', 'secret', 'assault rifle', 'gun', 'married couple', 'hitman', 'decoy', 'marriage crisis', 'marriage', 'job', 'dysfunctional marriage', 'gunfight', 'bullet wound']",Action,"['Action', 'Comedy', 'Drama', 'Thriller']",['United States of America'],5,1,"['English', 'Español']",2,44.635452,6.5,2965,120.0,0,787,Mr. & Mrs. Smith,Doug Liman,19,15,2005
262500,Insurgent,110000000,295238201,en,Released,2015-03-18,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,One Choice Can Destroy You,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', '3d', 'divergent']",Adventure,"['Adventure', 'Science Fiction', 'Thriller']",['United States of America'],4,1,['English'],1,103.71838699999999,6.2,3829,119.0,0,262500,Insurgent,Robert Schwentke,71,24,2015
2567,The Aviator,116000000,102000000,en,Released,2004-12-17,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.","For some men, the sky was the limit. For him, it was just the beginning.","['ladykiller', 'pilot', 'biography', 'womanizer', 'aviation', 'phobia', 'u.s. congress', 'flying boat', 'test flight']",Drama,['Drama'],['United States of America'],8,1,['English'],1,45.616098,7.0,1489,170.0,0,2567,The Aviator,Martin Scorsese,149,65,2004
38745,Gulliver's Travels,112000000,237382724,en,Released,2010-12-25,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",Something big is going down.,"['journalist', 'forbidden love', 'princess', 'royal court', '3d']",Comedy,['Comedy'],['United States of America'],4,1,['English'],1,22.845143,4.9,621,85.0,0,38745,Gulliver's Travels,Rob Letterman,22,16,2010
40805,The Green Hornet,120000000,227817248,en,Released,2011-01-12,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",Breaking the Law to Protect It.,"['bomb', 'martial arts', 'assassin', 'vandalism', 'nightclub', 'training', 'knife', 'party', 'playboy', 'superhero', 'revenge', 'trap', 'violence', 'kato', 'car chase', 'meth lab']",Action,"['Action', 'Crime', 'Comedy']",['United States of America'],3,1,"['English', '普通话']",2,31.703608000000003,5.5,1251,119.0,0,40805,The Green Hornet,Michel Gondry,15,13,2011
53182,300: Rise of an Empire,110000000,337580051,en,Released,2014-03-05,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",Seize your glory!,"['based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'minions', 'naval warfare', '3d']",Action,"['Action', 'War']",['United States of America'],6,1,['English'],1,71.51059599999999,6.1,2397,102.0,0,53182,300: Rise of an Empire,Noam Murro,89,42,2014
41513,The Smurfs,110000000,563749323,en,Released,2011-07-29,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",Smurf Happens.,"['moon', 'magic', 'based on comic book', 'animation', 'good vs evil', 'smurf', 'blue', 'vortex', 'mischief', 'cat and mouse', 'duringcreditsstinger']",Animation,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",['United States of America'],3,1,['English'],1,36.65422,5.5,1179,103.0,1,41513,The Smurfs,Raja Gosnell,25,29,2011
13700,Home on the Range,110000000,103951461,en,Released,2004-04-02,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Bust a Moo,"['farm', 'cow', 'animal']",Animation,"['Animation', 'Family']",['United States of America'],1,1,"['普通话', 'English']",2,19.625972,5.7,389,76.0,1,13700,Home on the Range,Will Finn,76,21,2004
262504,Allegiant,110000000,179246868,en,Released,2016-03-09,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Break the boundaries of your world,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', 'based on young adult novel']",Adventure,"['Adventure', 'Science Fiction']",['United States of America'],4,1,['English'],1,86.105615,5.9,1998,121.0,0,262504,Allegiant,Robert Schwentke,109,34,2016
39254,Real Steel,110000000,299268508,en,Released,2011-09-28,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.","If you get one shot, make it real.","['father son relationship', 'fight', 'sport', 'robot', 'prizefighting', 'father son reunion', 'robot fighting']",Action,"['Action', 'Science Fiction', 'Drama']","['India', 'United States of America']",9,2,['English'],1,37.195046000000005,6.6,2692,127.0,0,39254,Real Steel,Shawn Levy,46,172,2011
77931,The Smurfs 2,105000000,347434178,en,Released,2013-07-30,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",Get ready to get naughty!,"['based on cartoon', 'animation', 'smurf']",Fantasy,"['Fantasy', 'Family', 'Comedy', 'Animation']",['United States of America'],5,1,['English'],1,32.473628000000005,5.5,695,105.0,1,77931,The Smurfs 2,Raja Gosnell,12,32,2013
1639,Speed 2: Cruise Control,160000000,164508066,en,Released,1997-06-13,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,"As the stakes get higher, the ride gets even faster.","['boat', 'cruise', 'computer', 'disaster', 'diamond', 'collision course']",Action,"['Action', 'Adventure', 'Thriller']",['United States of America'],2,1,"['English', 'Português']",2,23.336875,4.1,434,121.0,0,1639,Speed 2: Cruise Control,Jan de Bont,103,16,1997
80274,Ender's Game,110000000,125537191,en,Released,2013-10-23,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",This is not a game.,"['based on novel', 'intolerance', 'chosen one', 'child prodigy', 'futuristic', 'space', 'science fiction', 'alien invasion', 'military school', 'morality tale', 'based on young adult novel']",Science Fiction,"['Science Fiction', 'Action', 'Adventure']",['United States of America'],6,1,['English'],1,45.94834,6.6,2303,114.0,0,80274,Ender's Game,Gavin Hood,127,20,2013
1571,Live Free or Die Hard,110000000,383531464,en,Released,2007-06-20,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",The old school cop is back!,"['usa', 'washington d.c.', 'helicopter', 'hostage', 'fbi', 'kidnapping', 'hacker', 'satellite', 'transport of prisoners', 'traffic jam', 'fistfight', 'ex-cop', 'sequel', 'suspense', 'shootout', 'explosion', 'violence', 'cell phone', 'car chase', 'police car', 'walkie talkie', 'based on article', 'cyber terrorism', 'action hero', 'power plant']",Action,"['Action', 'Thriller']","['United Kingdom', 'United States of America']",5,2,"['English', 'Italiano', 'Français']",3,48.933370000000004,6.4,2089,128.0,0,1571,Live Free or Die Hard,Len Wiseman,108,23,2007
120,The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,en,Released,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",One ring to rule them all,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",Adventure,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",3,2,['English'],1,138.049577,8.0,8705,178.0,0,120,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,30,26,2001
10204,Around the World in 80 Days,110000000,72178895,en,Released,2004-06-16,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",Let your imagination soar.,"['paris', 'london england', 'new york', 'jules verne', 'san francisco', 'istanbul', 'hot air balloon', 'journey round the world']",Action,"['Action', 'Adventure', 'Comedy']","['Germany', 'Ireland', 'United Kingdom', 'United States of America']",7,4,"['Deutsch', 'English', 'Français', 'हिन्दी', 'Türkçe', '广州话 / 廣州話']",6,22.643776000000003,5.7,672,120.0,0,10204,Around the World in 80 Days,Frank Coraci,135,26,2004
8489,Ali,107000000,87713825,en,Released,2001-12-11,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",Float like a butterfly and sting like a bee.,"['usa', 'transporter', 'boxer', 'biography', 'muhammad']",Drama,['Drama'],['United States of America'],1,1,['English'],1,18.866672,6.7,447,157.0,0,8489,Ali,Michael Mann,32,56,2001
10588,The Cat in the Hat,0,0,en,Released,2003-11-21,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",Don't mess with the hat.,"['cat', 'brother sister relationship', 'boredom', 'chaos', 'step father', ""based on children's book""]",Comedy,"['Comedy', 'Fantasy', 'Family']",['United States of America'],3,1,['English'],1,18.251129000000002,4.9,366,82.0,0,10588,The Cat in the Hat,Bo Welch,16,11,2003
2048,"I, Robot",120000000,347234916,en,Released,2004-07-15,"In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",Laws are made to be broken.,"['suicide', 'artificial intelligence', 'man vs machine', 'chicago', 'based on novel', 'hero', 'future', 'law', 'dystopia', 'police', 'murder', 'robot', '3d', 'humanoid robot']",Action,"['Action', 'Science Fiction']","['United States of America', 'Germany']",6,2,['English'],1,95.914473,6.7,3793,115.0,0,2048,"I, Robot",Alex Proyas,138,21,2004
1495,Kingdom of Heaven,130000000,211643158,en,Released,2005-05-03,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong","['crusade', 'epic', 'knight', 'swordsman', 'order of the templars', 'religious', 'knight templars', 'saladin', 'king richard']",Drama,"['Drama', 'Action', 'Adventure', 'History', 'War']","['Germany', 'Morocco', 'Spain', 'United Kingdom', 'United States of America']",10,5,"['العربية', 'English', 'Italiano', 'Latin']",4,44.490453,6.6,1157,144.0,0,1495,Kingdom of Heaven,Ridley Scott,114,20,2005
